NOMBRES,num_pareja,Enrique,Gloria_jefe,Lita,Daniela,Cesar,puntaje_total,CLASIFICACIÓN,
Jesús Zúñiga y María Fernanda Zúñiga,358.0,5,4,6,5,4,24.0,FALSE,
